"","gene","module"
"1","ABCB7",1
"2","ADAMTS2",1
"3","AMDHD2",1
"4","AP4S1",1
"5","ARAP3",1
"6","ARHGAP26",1
"7","ARL13B",1
"8","ATG16L1",1
"9","ATG16L2",1
"10","ATG4C",1
"11","ATPAF1",1
"12","ATR",1
"13","ATXN1L",1
"14","BCL2L13",1
"15","BECN1",1
"16","BTBD3",1
"17","C12orf60",1
"18","C6orf89",1
"19","CLASRP",1
"20","CLUH",1
"21","CNST",1
"22","COMMD5",1
"23","DLG3",1
"24","DMD",1
"25","DUBR",1
"26","DVL1",1
"27","ECH1",1
"28","EDC4",1
"29","EIF5AL1",1
"30","EMC7",1
"31","ENPP4",1
"32","EXD2",1
"33","FAAP24",1
"34","FAM234B",1
"35","FBXO46",1
"36","FBXW2",1
"37","FBXW8",1
"38","FKBP9",1
"39","FLII",1
"40","FSIP1",1
"41","GALNT16",1
"42","GAN",1
"43","GPR20",1
"44","GPR89B",1
"45","GPSM3",1
"46","GTPBP2",1
"47","HYAL1",1
"48","KANSL1-AS1",1
"49","KAT2B",1
"50","LIMK1",1
"51","LINC01184",1
"52","LPCAT3",1
"53","MAGI2-AS3",1
"54","MAP1LC3B2",1
"55","MCF2L",1
"56","MED15",1
"57","MED16",1
"58","METTL1",1
"59","MKI67",1
"60","MSI1",1
"61","MSL2",1
"62","MTMR9",1
"63","NBPF3",1
"64","NFX1",1
"65","NOA1",1
"66","NR2C2",1
"67","NUDT8",1
"68","NUP155",1
"69","OBSL1",1
"70","OCLN",1
"71","OSTM1",1
"72","PASK",1
"73","PER2",1
"74","PEX7",1
"75","PGGT1B",1
"76","PHF1",1
"77","PLCB3",1
"78","PLD2",1
"79","PMS2",1
"80","POMZP3",1
"81","PPP1R12C",1
"82","PRR5L",1
"83","PUS1",1
"84","QRICH2",1
"85","RALGDS",1
"86","RARA-AS1",1
"87","RBM14",1
"88","RDH5",1
"89","RIMS1",1
"90","RNF31",1
"91","RPGR",1
"92","SCFD1",1
"93","SHC1",1
"94","SHC3",1
"95","SLC30A6",1
"96","SLC35A3",1
"97","SLC39A14",1
"98","SMG5",1
"99","SNX10",1
"100","SNX19",1
"101","SSH1",1
"102","STT3A",1
"103","SYT7",1
"104","TAOK2",1
"105","TARS2",1
"106","TBC1D30",1
"107","TBK1",1
"108","TCF20",1
"109","TDRD3",1
"110","TFB2M",1
"111","TMEM101",1
"112","TMEM44",1
"113","TOX",1
"114","TPBG",1
"115","TPRKB",1
"116","TRMT61A",1
"117","USF1",1
"118","USP4",1
"119","VMP1",1
"120","VWA1",1
"121","WDFY2",1
"122","WIPF1",1
"123","ZADH2",1
"124","ZBTB34",1
"125","ZBTB43",1
"126","ZDHHC6",1
"127","ZFHX4",1
"128","ZFP28",1
"129","ZNF177",1
"130","ZNF232",1
"131","ZNF239",1
"132","ZNF263",1
"133","ZNF384",1
"134","ARHGEF18",1
"135","CBL",1
"136","CCNT2-AS1",1
"137","CRK",1
"138","DENND5A",1
"139","FAM122B",1
"140","GNPTAB",1
"141","IP6K1",1
"142","KLHL8",1
"143","MAST2",1
"144","MED26",1
"145","MEPCE",1
"146","MMAA",1
"147","NEIL2",1
"148","NEK4",1
"149","NRF1",1
"150","PATL1",1
"151","PHF7",1
"152","PKD1",1
"153","PPP2R5D",1
"154","PTCD1",1
"155","SUV39H1",1
"156","TAF4",1
"157","TRAPPC13",1
"158","ZC3H3",1
"159","ABCF2",1
"160","ATF3",1
"161","ATG101",1
"162","ATP2C2",1
"163","C17orf58",1
"164","CDK2",1
"165","CHAC1",1
"166","CSRP1",1
"167","CYTH1",1
"168","DDIT3",1
"169","DHDDS",1
"170","DUSP1",1
"171","DUSP23",1
"172","ESYT1",1
"173","FASTK",1
"174","FGGY",1
"175","HOXB-AS1",1
"176","KIAA1549L",1
"177","KIF1A",1
"178","LINC00623",1
"179","MAFG",1
"180","MRRF",1
"181","NAT14",1
"182","NAV2",1
"183","NEXN",1
"184","NKX6-2",1
"185","NRBF2",1
"186","PCSK9",1
"187","PLAU",1
"188","PNP",1
"189","PNPLA3",1
"190","POLR1E",1
"191","SLC25A15",1
"192","SOX21",1
"193","SPOPL",1
"194","TFDP1",1
"195","TPD52L2",1
"196","VAT1",1
"197","VEGFA",1
"198","ZDHHC7",1
"199","ATF3",1
"200","CEBPG",1
"201","DGKZ",1
"202","EIF3D",1
"203","GZF1",1
"204","HECA",1
"205","ING1",1
"206","MRM3",1
"207","NPPC",1
"208","SCUBE2",1
"209","TM2D2",1
"210","AAAS",1
"211","AMMECR1L",1
"212","C17orf49",1
"213","C7orf31",1
"214","C8orf88",1
"215","CPSF3",1
"216","CTNNBL1",1
"217","DPYSL2",1
"218","DYNC1I2",1
"219","FAM24B",1
"220","FBXW11",1
"221","FRA10AC1",1
"222","GABPB2",1
"223","HBP1",1
"224","INIP",1
"225","INO80B",1
"226","METTL21A",1
"227","MIEF1",1
"228","MTERF1",1
"229","NFE2L1",1
"230","NFKBIL1",1
"231","NUDCD3",1
"232","PCF11-AS1",1
"233","PCYT1B",1
"234","PDCD11",1
"235","PPP1R9B",1
"236","PREPL",1
"237","PRPF6",1
"238","PUS3",1
"239","RBM23",1
"240","RGS5",1
"241","SSBP4",1
"242","STK38L",1
"243","THOC5",1
"244","TMCC3",1
"245","TMEM199",1
"246","TXN2",1
"247","ZBED9",1
"248","ZNF497",1
"249","ZNFX1",1
"250","ACAD9",1
"251","AMD1",1
"252","ANKRD49",1
"253","AP1S2",1
"254","AP2A2",1
"255","AP2B1",1
"256","APBB2",1
"257","BIRC2",1
"258","BTG3",1
"259","C2orf49",1
"260","CACNA1E",1
"261","CCDC130",1
"262","CCND2",1
"263","CHMP1B",1
"264","CHMP2A",1
"265","CHMP3",1
"266","CMTR1",1
"267","DAB1",1
"268","DAP",1
"269","DCTN4",1
"270","DDX19A",1
"271","DHX40",1
"272","DMC1",1
"273","DMD",1
"274","DYNC1I2",1
"275","FAM177A1",1
"276","FAM234A",1
"277","FILIP1L",1
"278","FOS",1
"279","GLI1",1
"280","GOLGA2",1
"281","GTF2F1",1
"282","IST1",1
"283","KIAA1143",1
"284","LARP7",1
"285","LRRC23",1
"286","MMGT1",1
"287","MRPL1",1
"288","MYEF2",1
"289","NBR1",1
"290","NDUFA10",1
"291","NELFE",1
"292","NRBP1",1
"293","NUP214",1
"294","OTUD6B",1
"295","PAIP2",1
"296","PET100",1
"297","PFDN1",1
"298","PKIA",1
"299","PLEKHA4",1
"300","POP4",1
"301","PPP2R2D",1
"302","PWP1",1
"303","RBM23",1
"304","RFC1",1
"305","RFX1",1
"306","SARNP",1
"307","SIL1",1
"308","SLC37A1",1
"309","SLC39A10",1
"310","ST13",1
"311","STK38L",1
"312","TAF11",1
"313","TBP",1
"314","TCEAL8",1
"315","THOC1",1
"316","TMEM154",1
"317","TMSB15B",1
"318","TRMT10A",1
"319","TSTD2",1
"320","TTL",1
"321","TYRO3",1
"322","UFSP2",1
"323","WDR63",1
"324","ZC3H4",1
"325","ZNF330",1
"326","ZNF423",1
"327","ZNF711",1
"328","AAMP",1
"329","ABCF1",1
"330","ACAD9",1
"331","ACTR6",1
"332","ACYP1",1
"333","AK6",1
"334","AKIP1",1
"335","ALAS1",1
"336","ALDOA",1
"337","ALG11",1
"338","ALYREF",1
"339","AMD1",1
"340","AP1B1",1
"341","AP2A2",1
"342","AP2B1",1
"343","ARF5",1
"344","ARHGEF39",1
"345","ARPC1A",1
"346","ARPIN",1
"347","ASB16-AS1",1
"348","ASF1B",1
"349","ATG12",1
"350","ATM",1
"351","ATP6V0C",1
"352","ATP6V1E1",1
"353","B3GAT3",1
"354","BAG5",1
"355","BCCIP",1
"356","BET1",1
"357","BIRC2",1
"358","BLOC1S2",1
"359","BORCS8",1
"360","BTG3",1
"361","C12orf10",1
"362","C16orf91",1
"363","C19orf12",1
"364","C1orf131",1
"365","C1orf174",1
"366","C2orf49",1
"367","C7orf50",1
"368","C8orf33",1
"369","CAMK1D",1
"370","CARS",1
"371","CASP3",1
"372","CBX3",1
"373","CCDC152",1
"374","CCDC174",1
"375","CCDC25",1
"376","CCM2",1
"377","CD2BP2",1
"378","CDC37L1",1
"379","CDK1",1
"380","CDK11B",1
"381","CDK5RAP3",1
"382","CDK9",1
"383","CENPQ",1
"384","CEP41",1
"385","CETN3",1
"386","CFDP1",1
"387","CHID1",1
"388","CHMP1A",1
"389","CHMP3",1
"390","CHMP4B",1
"391","CHURC1",1
"392","CINP",1
"393","CMC1",1
"394","CMTM3",1
"395","CMTR1",1
"396","COA5",1
"397","COG4",1
"398","COL6A1",1
"399","COMMD5",1
"400","COMMD7",1
"401","COX16",1
"402","COX17",1
"403","COX20",1
"404","CPSF3",1
"405","CPXM1",1
"406","CTNNBL1",1
"407","CUTC",1
"408","CWC25",1
"409","CWF19L2",1
"410","CYB561D2",1
"411","CYB5D2",1
"412","CYHR1",1
"413","CYSTM1",1
"414","DAP",1
"415","DBF4",1
"416","DCLRE1B",1
"417","DCTN4",1
"418","DCTN5",1
"419","DDX19A",1
"420","DDX19B",1
"421","DDX50",1
"422","DDX52",1
"423","DDX55",1
"424","DDX59",1
"425","DENR",1
"426","DHPS",1
"427","DHX30",1
"428","DHX37",1
"429","DHX40",1
"430","DMAP1",1
"431","DMC1",1
"432","DNAJA1",1
"433","DPH7",1
"434","DPPA4",1
"435","DPYSL2",1
"436","DYNC1I2",1
"437","DYNLRB1",1
"438","EAPP",1
"439","EFR3B",1
"440","EIF1AD",1
"441","EIF3G",1
"442","ELOF1",1
"443","ELP3",1
"444","EME1",1
"445","ERCC1",1
"446","ESCO2",1
"447","ESRRA",1
"448","FAM104B",1
"449","FAM234A",1
"450","FAM32A",1
"451","FAM76A",1
"452","FBXW11",1
"453","FBXW5",1
"454","FCF1",1
"455","FIBP",1
"456","FOXC2",1
"457","FRA10AC1",1
"458","FRG1",1
"459","G2E3",1
"460","GADD45GIP1",1
"461","GALT",1
"462","GLYR1",1
"463","GMPR2",1
"464","GNL2",1
"465","GNL3L",1
"466","GOLGA8B",1
"467","GOLPH3",1
"468","GPANK1",1
"469","GPATCH11",1
"470","GPATCH4",1
"471","GPKOW",1
"472","GPS2",1
"473","GRK6",1
"474","GTF2F1",1
"475","GTF2H2",1
"476","GTF2H2C",1
"477","GTPBP2",1
"478","HAUS4",1
"479","HAX1",1
"480","HDAC1",1
"481","HDAC6",1
"482","HIST1H4H",1
"483","HJURP",1
"484","HMGN5",1
"485","HPF1",1
"486","HYLS1",1
"487","IDH3B",1
"488","IDH3G",1
"489","IFT20",1
"490","IFT22",1
"491","IMPDH2",1
"492","INIP",1
"493","INO80E",1
"494","ISCA1",1
"495","ISCU",1
"496","ISOC2",1
"497","ITFG2",1
"498","ITGB1BP1",1
"499","ITGB3BP",1
"500","JAK1",1
"501","KARS",1
"502","KATNA1",1
"503","KDELR2",1
"504","KHSRP",1
"505","KIAA1143",1
"506","KIN",1
"507","KIZ-AS1",1
"508","LARP7",1
"509","LDHA",1
"510","LINC00486",1
"511","LLPH",1
"512","LRRC49",1
"513","LRRC59",1
"514","LSM14B",1
"515","LYRM7",1
"516","LZIC",1
"517","MAD2L2",1
"518","MANBAL",1
"519","MAP1B",1
"520","MAP3K1",1
"521","MCTS1",1
"522","MEAF6",1
"523","MECR",1
"524","MED11",1
"525","MED31",1
"526","MED4",1
"527","MED6",1
"528","METAP1",1
"529","METAP2",1
"530","METTL23",1
"531","METTL2A",1
"532","MFAP1",1
"533","MFF",1
"534","MIS12",1
"535","MITD1",1
"536","MKKS",1
"537","MKNK1",1
"538","MPC2",1
"539","MPV17",1
"540","MRPL1",1
"541","MRPL18",1
"542","MRPL2",1
"543","MRPL20",1
"544","MRPL22",1
"545","MRPL27",1
"546","MRPL38",1
"547","MRPL43",1
"548","MRPS18A",1
"549","MRPS18B",1
"550","MRPS22",1
"551","MRPS31",1
"552","MSANTD4",1
"553","MTG1",1
"554","MTHFSD",1
"555","MUTYH",1
"556","MYCBP",1
"557","MYL6B",1
"558","NAA20",1
"559","NARF",1
"560","NARS",1
"561","NCBP2",1
"562","NCBP3",1
"563","NCOA5",1
"564","NCOA7",1
"565","NDUFA10",1
"566","NDUFA5",1
"567","NDUFAF3",1
"568","NDUFAF7",1
"569","NDUFB9",1
"570","NDUFV1",1
"571","NELFE",1
"572","NFE2L1",1
"573","NKAP",1
"574","NKIRAS2",1
"575","NOC3L",1
"576","NPRL2",1
"577","NSA2",1
"578","NSMCE4A",1
"579","NSRP1",1
"580","NUBP1",1
"581","NUDCD3",1
"582","NUDT6",1
"583","NXT1",1
"584","OPA3",1
"585","ORC3",1
"586","OTUD6B",1
"587","OTUD6B-AS1",1
"588","PABPC4",1
"589","PAIP2",1
"590","PARL",1
"591","PARP2",1
"592","PBK",1
"593","PCID2",1
"594","PCOLCE",1
"595","PDAP1",1
"596","PDCD11",1
"597","PDRG1",1
"598","PDXDC1",1
"599","PDZD11",1
"600","PET100",1
"601","PET117",1
"602","PEX10",1
"603","PFDN1",1
"604","PFDN6",1
"605","PGAP2",1
"606","PIAS4",1
"607","PIH1D1",1
"608","PIN1",1
"609","PISD",1
"610","PITPNA-AS1",1
"611","PLRG1",1
"612","PMPCB",1
"613","PNKD",1
"614","POGK",1
"615","POLD3",1
"616","POLR2J",1
"617","POLR3H",1
"618","POLRMT",1
"619","POM121",1
"620","POMP",1
"621","PPP4C",1
"622","PREPL",1
"623","PRPF18",1
"624","PRPF19",1
"625","PRPF38B",1
"626","PRPF4B",1
"627","PRPF6",1
"628","PSMC1",1
"629","PSMC3",1
"630","PSMC4",1
"631","PSMD14",1
"632","PSMD4",1
"633","PSME3",1
"634","PSMG3",1
"635","PWP1",1
"636","PXMP2",1
"637","RAB11A",1
"638","RAB21",1
"639","RAB2A",1
"640","RAB8B",1
"641","RARS",1
"642","RBM22",1
"643","RBM23",1
"644","RBMX2",1
"645","RELA",1
"646","REXO4",1
"647","RFC3",1
"648","RFX1",1
"649","RHOG",1
"650","RNF167",1
"651","RNF24",1
"652","RPA2",1
"653","RPF1",1
"654","RPF2",1
"655","RPS27L",1
"656","RSRC2",1
"657","RTKN2",1
"658","SAP30BP",1
"659","SARNP",1
"660","SARS",1
"661","SDHAF2",1
"662","SDHD",1
"663","SENP5",1
"664","SF3B6",1
"665","SFT2D1",1
"666","SH3BGRL2",1
"667","SLC26A3",1
"668","SLC31A1",1
"669","SLC50A1",1
"670","SLC52A2",1
"671","SLU7",1
"672","SMIM14",1
"673","SMIM7",1
"674","SMNDC1",1
"675","SNAPC5",1
"676","SNF8",1
"677","SNHG25",1
"678","SNIP1",1
"679","SNN",1
"680","SNRNP27",1
"681","SNRPB2",1
"682","SNW1",1
"683","SOHLH2",1
"684","SPA17",1
"685","SPAG7",1
"686","SREK1",1
"687","SREK1IP1",1
"688","SRP68",1
"689","SS18L2",1
"690","ST13",1
"691","STAG2",1
"692","STK32C",1
"693","STX10",1
"694","SUMO1",1
"695","SUPT5H",1
"696","SURF2",1
"697","SURF6",1
"698","SYF2",1
"699","SYPL1",1
"700","TAF11",1
"701","TAF12",1
"702","TARS",1
"703","TARS2",1
"704","TBC1D7",1
"705","TBCA",1
"706","TBP",1
"707","TBRG1",1
"708","TCEAL1",1
"709","TCEAL5",1
"710","TCEAL8",1
"711","TCEANC2",1
"712","TEFM",1
"713","TERC",1
"714","TEX10",1
"715","TFRC",1
"716","THOC1",1
"717","TIMM10B",1
"718","TIMM22",1
"719","TM2D1",1
"720","TMCO1",1
"721","TMEM11",1
"722","TMEM14A",1
"723","TMEM185A",1
"724","TMEM186",1
"725","TMEM208",1
"726","TMEM216",1
"727","TMEM230",1
"728","TMEM251",1
"729","TMUB1",1
"730","TPRKB",1
"731","TRAF7",1
"732","TRAPPC1",1
"733","TRAPPC2B",1
"734","TRAPPC3",1
"735","TRIM11",1
"736","TRIP13",1
"737","TRMT10B",1
"738","TSEN34",1
"739","TSR2",1
"740","TSSC4",1
"741","TSTD2",1
"742","TTC28-AS1",1
"743","TTF1",1
"744","TTI2",1
"745","TTL",1
"746","TTTY14",1
"747","TUFM",1
"748","TWF1",1
"749","TWISTNB",1
"750","TXN2",1
"751","UBE2A",1
"752","UBE2F",1
"753","UBE2J2",1
"754","UBE2N",1
"755","UBL3",1
"756","UBN1",1
"757","UCHL3",1
"758","UIMC1",1
"759","UNC50",1
"760","UPF2",1
"761","USP19",1
"762","UTP11",1
"763","UTP4",1
"764","VPS25",1
"765","VPS72",1
"766","VTI1B",1
"767","WBP4",1
"768","WDR4",1
"769","WDR83",1
"770","XRCC4",1
"771","YBEY",1
"772","YIPF2",1
"773","YIPF3",1
"774","ZBTB12",1
"775","ZC3H15",1
"776","ZCCHC3",1
"777","ZCCHC9",1
"778","ZDHHC6",1
"779","ZMAT2",1
"780","ZMAT5",1
"781","ZNF330",1
"782","ZNF35",1
"783","ZNF414",1
"784","ZNF511",1
"785","ZNF528-AS1",1
"786","ZNHIT1",1
"787","ZRSR2",1
"788","ZSCAN16",1
"789","ZSCAN21",1
"790","ZSCAN26",1
"791","ZWILCH",1
"792","ALDOA",1
"793","ALKBH2",1
"794","ANKRD49",1
"795","AP2A1",1
"796","AP2B1",1
"797","ARMCX3",1
"798","ATAD1",1
"799","ATG12",1
"800","ATP6V1D",1
"801","ATP6V1E1",1
"802","BABAM1",1
"803","BEX2",1
"804","BEX4",1
"805","BIRC2",1
"806","C12orf73",1
"807","C18orf21",1
"808","C1orf131",1
"809","C2orf49",1
"810","C8orf33",1
"811","CBX3",1
"812","CCDC174",1
"813","CCDC25",1
"814","CCNDBP1",1
"815","CFAP36",1
"816","CFDP1",1
"817","CHMP1B",1
"818","CHMP2B",1
"819","CHMP4B",1
"820","CINP",1
"821","CIR1",1
"822","COA5",1
"823","COG2",1
"824","COPS2",1
"825","COX16",1
"826","COX20",1
"827","CTNNBL1",1
"828","CWC25",1
"829","DAP",1
"830","DCTN4",1
"831","DDB1",1
"832","DDX19A",1
"833","DDX19B",1
"834","DDX27",1
"835","DDX52",1
"836","DHX37",1
"837","DHX40",1
"838","DMAP1",1
"839","DPYSL2",1
"840","E2F3",1
"841","EIF3D",1
"842","EIF3G",1
"843","FAM234A",1
"844","FAM32A",1
"845","FAM98B",1
"846","FBXW11",1
"847","FCF1",1
"848","FRA10AC1",1
"849","FXR1",1
"850","GHITM",1
"851","GMPR2",1
"852","GNL3L",1
"853","GOLGA2",1
"854","GOLGA8B",1
"855","GPS2",1
"856","GTF2F1",1
"857","GTF2H2C",1
"858","HEATR5B",1
"859","HMG20A",1
"860","HNRNPK",1
"861","IMPDH2",1
"862","ING4",1
"863","INIP",1
"864","INO80B",1
"865","KRBOX4",1
"866","LARP7",1
"867","LINC00467",1
"868","LLPH",1
"869","LRPPRC",1
"870","LYRM1",1
"871","MEAF6",1
"872","METTL23",1
"873","MFAP1",1
"874","MFN1",1
"875","MIER3",1
"876","MRPL1",1
"877","MRPL33",1
"878","MRPS31",1
"879","MSANTD4",1
"880","MSL3",1
"881","MYCBP",1
"882","MYL6B",1
"883","NARF",1
"884","NARS",1
"885","NCBP2",1
"886","NELFE",1
"887","NFE2L1",1
"888","NMT1",1
"889","NOC3L",1
"890","NSA2",1
"891","NUBP1",1
"892","NUDCD3",1
"893","NUDT9",1
"894","OARD1",1
"895","ORMDL1",1
"896","OTULIN",1
"897","PAIP2",1
"898","PDAP1",1
"899","PDCD11",1
"900","PDCD6",1
"901","PDRG1",1
"902","PDXDC1",1
"903","PET117",1
"904","PHF23",1
"905","PIGC",1
"906","PKIG",1
"907","PLRG1",1
"908","PMPCB",1
"909","PNO1",1
"910","PNPLA4",1
"911","POLR3D",1
"912","POP4",1
"913","PREPL",1
"914","PRPF18",1
"915","PRPF3",1
"916","PRPF4B",1
"917","PRPF6",1
"918","PSMC1",1
"919","PSMD14",1
"920","PTGR1",1
"921","PTPRA",1
"922","PUS3",1
"923","RARS",1
"924","RBM17",1
"925","REST",1
"926","RFC1",1
"927","RFX1",1
"928","RFXANK",1
"929","RNMT",1
"930","RPF1",1
"931","SAP30BP",1
"932","SART1",1
"933","SERBP1",1
"934","SETD3",1
"935","SH3BGRL",1
"936","SIL1",1
"937","SLC39A10",1
"938","SLU7",1
"939","SNAP29",1
"940","SNHG25",1
"941","SNRNP200",1
"942","SNRPB2",1
"943","SNW1",1
"944","SPAG7",1
"945","SPTY2D1",1
"946","STAG2",1
"947","STAU1",1
"948","STK38L",1
"949","SUPT5H",1
"950","SUPT6H",1
"951","SURF6",1
"952","SYF2",1
"953","TAF11",1
"954","TANK",1
"955","TATDN1",1
"956","TCEAL4",1
"957","TCEAL8",1
"958","TCEAL9",1
"959","TES",1
"960","TFRC",1
"961","TGDS",1
"962","THAP5",1
"963","THG1L",1
"964","THOC1",1
"965","TIMM44",1
"966","TMCO1",1
"967","TMEM161B",1
"968","TNRC6A",1
"969","TPGS1",1
"970","TRIM11",1
"971","TRIM13",1
"972","TRMT10B",1
"973","TTC28-AS1",1
"974","TTF1",1
"975","TTTY14",1
"976","UIMC1",1
"977","UPF2",1
"978","WBP1",1
"979","WDR46",1
"980","WDR61",1
"981","WDR70",1
"982","WLS",1
"983","XPA",1
"984","YBEY",1
"985","YIPF2",1
"986","ZDHHC4",1
"987","ZIC3",1
"988","ZNF24",1
"989","ZNF330",1
"990","ZNF423",1
"991","ZNF480",1
"992","ZNF528-AS1",1
"993","ZNHIT1",1
"994","ABCF1",1
"995","ACAD9",1
"996","ADCK2",1
"997","ADCY3",1
"998","ADGRB2",1
"999","AEN",1
"1000","AGAP3",1
"1001","AKAP7",1
"1002","ALDH1B1",1
"1003","ALG11",1
"1004","AMD1",1
"1005","ANGPT1",1
"1006","ANKMY1",1
"1007","ANKRD13B",1
"1008","AP1AR",1
"1009","AP1B1",1
"1010","AP1S2",1
"1011","AP2A1",1
"1012","AP4M1",1
"1013","ARAP1",1
"1014","ARL13B",1
"1015","ARL4C",1
"1016","ARMC9",1
"1017","ASTN2",1
"1018","ATAD2",1
"1019","ATG12",1
"1020","ATG5",1
"1021","ATP6AP1",1
"1022","B3GALNT1",1
"1023","B3GLCT",1
"1024","B3GNT5",1
"1025","BARD1",1
"1026","BAZ1B",1
"1027","BCL7A",1
"1028","BDH1",1
"1029","BEND3",1
"1030","BNIP1",1
"1031","C2CD3",1
"1032","C2orf49",1
"1033","C5orf15",1
"1034","C5orf51",1
"1035","CAMK4",1
"1036","CASP8AP2",1
"1037","CBX2",1
"1038","CCDC136",1
"1039","CDC25A",1
"1040","CDC7",1
"1041","CDCA7",1
"1042","CDK5R1",1
"1043","CDT1",1
"1044","CENPQ",1
"1045","CGGBP1",1
"1046","CHAF1A",1
"1047","CHAMP1",1
"1048","CHMP3",1
"1049","CLIP1",1
"1050","CMTM4",1
"1051","CNKSR2",1
"1052","CNOT10",1
"1053","CNOT7",1
"1054","CNTLN",1
"1055","COLGALT2",1
"1056","CRISPLD1",1
"1057","CSTF2T",1
"1058","CSTF3",1
"1059","CTDSPL",1
"1060","CYTH1",1
"1061","DAG1",1
"1062","DAP",1
"1063","DAXX",1
"1064","DCLK1",1
"1065","DCUN1D4",1
"1066","DDX11",1
"1067","DDX19A",1
"1068","DDX31",1
"1069","DEGS1",1
"1070","DHFR",1
"1071","DPYSL2",1
"1072","DSEL",1
"1073","DSN1",1
"1074","DTL",1
"1075","E2F1",1
"1076","E2F2",1
"1077","E2F3",1
"1078","EED",1
"1079","EFR3B",1
"1080","EIF3J",1
"1081","EIF4ENIF1",1
"1082","EPB41",1
"1083","ERCC3",1
"1084","EVC2",1
"1085","EXO1",1
"1086","EZH2",1
"1087","FADS2",1
"1088","FAM111B",1
"1089","FAM234A",1
"1090","FAR2",1
"1091","FKBP5",1
"1092","FLAD1",1
"1093","GATAD2A",1
"1094","GGA2",1
"1095","GINS4",1
"1096","GJC1",1
"1097","GNL3L",1
"1098","GPD2",1
"1099","GPR63",1
"1100","GTF2F1",1
"1101","GTPBP10",1
"1102","HIVEP1",1
"1103","HOMER1",1
"1104","HOXA9",1
"1105","HSD17B12",1
"1106","HSD17B4",1
"1107","IFIT5",1
"1108","IL17RC",1
"1109","INTS7",1
"1110","IQCH-AS1",1
"1111","IRS2",1
"1112","JOSD1",1
"1113","KCNAB2",1
"1114","KCTD7",1
"1115","KDM2B",1
"1116","KHSRP",1
"1117","KLHL23",1
"1118","KPNA1",1
"1119","KPNA3",1
"1120","L2HGDH",1
"1121","LARP1B",1
"1122","LPAR4",1
"1123","LPCAT1",1
"1124","LPIN1",1
"1125","LRPPRC",1
"1126","LRRC58",1
"1127","MAK",1
"1128","MAPK10",1
"1129","MAPK4",1
"1130","MARVELD1",1
"1131","MAST2",1
"1132","MCM10",1
"1133","MCM2",1
"1134","MCM3",1
"1135","MCM4",1
"1136","MCM5",1
"1137","MCM6",1
"1138","MCM7",1
"1139","MCM9",1
"1140","MCMBP",1
"1141","MDM1",1
"1142","MIEF1",1
"1143","MIER1",1
"1144","MIS12",1
"1145","MMACHC",1
"1146","MMS22L",1
"1147","MON1B",1
"1148","MRPL19",1
"1149","MSANTD3",1
"1150","MSH3",1
"1151","MSH6",1
"1152","MTAP",1
"1153","MTM1",1
"1154","MYO19",1
"1155","NAA16",1
"1156","NADK",1
"1157","NBR2",1
"1158","NCBP2",1
"1159","NCOA5",1
"1160","NFE2L2",1
"1161","NIN",1
"1162","NKAIN1",1
"1163","NOC3L",1
"1164","NPC1",1
"1165","NR4A1",1
"1166","NSUN2",1
"1167","NUDCD3",1
"1168","NUS1",1
"1169","NVL",1
"1170","ORAI2",1
"1171","ORC1",1
"1172","ORC3",1
"1173","PACSIN2",1
"1174","PAWR",1
"1175","PCGF6",1
"1176","PCNA",1
"1177","PDXDC1",1
"1178","PLAUR",1
"1179","PLRG1",1
"1180","POGK",1
"1181","POLA1",1
"1182","POLE2",1
"1183","POLR2M",1
"1184","POP4",1
"1185","PPRC1",1
"1186","PPT1",1
"1187","PRR12",1
"1188","PRTFDC1",1
"1189","PTGR2",1
"1190","PTPN2",1
"1191","PTPRJ",1
"1192","PWP1",1
"1193","PYGO1",1
"1194","RABL2B",1
"1195","RAD51",1
"1196","RARS",1
"1197","RASSF8",1
"1198","RBBP8",1
"1199","RBPJ",1
"1200","RECQL",1
"1201","RFC1",1
"1202","RFC3",1
"1203","RMDN2",1
"1204","RMI1",1
"1205","RMI2",1
"1206","RNF138",1
"1207","RPA2",1
"1208","RTN4IP1",1
"1209","SAPCD2",1
"1210","SCAF11",1
"1211","SCUBE3",1
"1212","SETD6",1
"1213","SFMBT1",1
"1214","SFT2D3",1
"1215","SHTN1",1
"1216","SIRPA",1
"1217","SLC12A8",1
"1218","SLC23A2",1
"1219","SLC25A40",1
"1220","SLC29A2",1
"1221","SLC35A4",1
"1222","SLC38A2",1
"1223","SLC7A8",1
"1224","SLC9B2",1
"1225","SLF1",1
"1226","SNAP23",1
"1227","SNHG9",1
"1228","SPECC1",1
"1229","SPTY2D1",1
"1230","SRSF12",1
"1231","SUGP1",1
"1232","TANC1",1
"1233","TBC1D16",1
"1234","TBC1D2B",1
"1235","TCEAL8",1
"1236","TEX10",1
"1237","TFAP4",1
"1238","TFRC",1
"1239","THOC1",1
"1240","TIPIN",1
"1241","TMED7",1
"1242","TMEM201",1
"1243","TMEM9B",1
"1244","TMSB15B",1
"1245","TNFAIP8",1
"1246","TNRC6A",1
"1247","TOP3A",1
"1248","TRAF6",1
"1249","TRIM13",1
"1250","TRIM71",1
"1251","TTC26",1
"1252","TTI1",1
"1253","TTL",1
"1254","TUBGCP5",1
"1255","TXNDC16",1
"1256","UBN1",1
"1257","UBXN7",1
"1258","UCK2",1
"1259","UHRF1",1
"1260","UHRF2",1
"1261","UNG",1
"1262","USP13",1
"1263","USP27X",1
