"","gene","module"
"40667","LIN28A",12
"40668","LINC00623",12
"40669","LMO2",12
"40670","LRP10",12
"40671","LRRC1",12
"40672","LRRC4C",12
"40673","MAP3K8",12
"40674","MCOLN3",12
"40675","ME1",12
"40676","MFGE8",12
"40677","MIXL1",12
"40678","MLEC",12
"40679","MLLT3",12
"40680","MLXIP",12
"40681","MME",12
"40682","MMP2",12
"40683","MNX1",12
"40684","MNX1-AS1",12
"40685","MSGN1",12
"40686","MT1X",12
"40687","MYH9",12
"40688","MYL12A",12
"40689","MYL9",12
"40690","NAGK",12
"40691","NCOA4",12
"40692","NEDD9",12
"40693","NKD1",12
"40694","NPW",12
"40695","NQO1",12
"40696","NTS",12
"40697","ORMDL2",12
"40698","PAIP1",12
"40699","PALM3",12
"40700","PCSK1",12
"40701","PLP2",12
"40702","PLS1",12
"40703","POU5F1",12
"40704","PPFIBP1",12
"40705","PPIB",12
"40706","PPM1H",12
"40707","PPP1R13B",12
"40708","PPP1R14C",12
"40709","PRAC1",12
"40710","PRIMA1",12
"40711","PRKG1-AS1",12
"40712","PROX1",12
"40713","PTK7",12
"40714","RAB11FIP5",12
"40715","RAB31",12
"40716","RAB3B",12
"40717","RARG",12
"40718","RASSF9",12
"40719","RBM20",12
"40720","RBP1",12
"40721","RCAN3",12
"40722","REXO2",12
"40723","ROCK2",12
"40724","RRBP1",12
"40725","RSPO3",12
"40726","RTN4",12
"40727","S100A11",12
"40728","SAMD3",12
"40729","SATL1",12
"40730","SEMA3E",12
"40731","SERPINE2",12
"40732","SERPINH1",12
"40733","SEZ6L",12
"40734","SH3D19",12
"40735","SH3KBP1",12
"40736","SHC1",12
"40737","SLC39A8",12
"40738","SLC6A6",12
"40739","SLC8A3",12
"40740","SLCO2A1",12
"40741","SNAI1",12
"40742","SP5",12
"40743","SPEG",12
"40744","SPP1",12
"40745","SPRY4",12
"40746","SQSTM1",12
"40747","TBXT",12
"40748","TAC1",12
"40749","TAGLN2",12
"40750","TBX3",12
"40751","TCF7",12
"40752","TCTEX1D1",12
"40753","TCTEX1D4",12
"40754","TGFBI",12
"40755","THY1",12
"40756","TIMP4",12
"40757","TLE3",12
"40758","TLL2",12
"40759","TMED1",12
"40760","TMEM59L",12
"40761","TMEM92",12
"40762","TNIK",12
"40763","TNNT1",12
"40764","TNS4",12
"40765","TRAM2",12
"40766","TRPC5",12
"40767","TTN",12
"40768","UGP2",12
"40769","UNC5C",12
"40770","UTP14A",12
"40771","VAMP8",12
"40772","VSNL1",12
"40773","WNT5A",12
"40774","WNT8A",12
"40775","YWHAZ",12
"40776","ZNRF3",12
"40777","ADAMTSL2",12
"40778","ADH5",12
"40779","AKAP12",12
"40780","ANP32A",12
"40781","AP2S1",12
"40782","BAX",12
"40783","CDX1",12
"40784","CHCHD10",12
"40785","CRABP2",12
"40786","DACT1",12
"40787","DKK1",12
"40788","DUSP5",12
"40789","ETV5",12
"40790","FAM98A",12
"40791","FGF17",12
"40792","GAD1",12
"40793","GPR3",12
"40794","HES7",12
"40795","HIVEP2",12
"40796","HOXA-AS3",12
"40797","HOXA3",12
"40798","HOXB-AS3",12
"40799","HOXB3",12
"40800","HOXB4",12
"40801","HOXC4",12
"40802","HOXD4",12
"40803","HSPA9",12
"40804","ID3",12
"40805","ITPR1",12
"40806","LAPTM4B",12
"40807","LEF1",12
"40808","LIN28A",12
"40809","LINC00698",12
"40810","LRRC4C",12
"40811","MAPRE1",12
"40812","MEST",12
"40813","MLLT3",12
"40814","MSX1",12
"40815","MYLK",12
"40816","NFIA",12
"40817","NT5DC3",12
"40818","PCDH19",12
"40819","PPP1R7",12
"40820","PPP3CA",12
"40821","RASGRP3",12
"40822","RRBP1",12
"40823","RSPO3",12
"40824","SALL4",12
"40825","SELENBP1",12
"40826","SLC6A7",12
"40827","SLC7A8",12
"40828","SP5",12
"40829","TBX6",12
"40830","TIMM8B",12
"40831","TMEM100",12
"40832","TMEM132C",12
"40833","YWHAZ",12
"40834","AP1S2",12
"40835","ASXL3",12
"40836","CCND1",12
"40837","CDX4",12
"40838","CISTR",12
"40839","DOCK10",12
"40840","EMID1",12
"40841","EPHA5",12
"40842","EPHA6",12
"40843","FGF13",12
"40844","FREM1",12
"40845","HOXA-AS3",12
"40846","HOXA10",12
"40847","HOXA10-AS",12
"40848","HOXA3",12
"40849","HOXA7",12
"40850","HOXA9",12
"40851","HOXB-AS3",12
"40852","HOXB7",12
"40853","HOXB9",12
"40854","HOXC10",12
"40855","HOXC4",12
"40856","HOXC6",12
"40857","HOXC8",12
"40858","HOXC9",12
"40859","HOXD3",12
"40860","HOXD4",12
"40861","HOXD8",12
"40862","HOXD9",12
"40863","KIF1A",12
"40864","KMT2A",12
"40865","LINC01571",12
"40866","LRRC4",12
"40867","LYRM1",12
"40868","MLEC",12
"40869","MSX1",12
"40870","NEBL",12
"40871","NRXN1",12
"40872","NTM",12
"40873","PDPN",12
"40874","PTCH1",12
"40875","SLC18A1",12
"40876","SMAD3",12
"40877","SPARCL1",12
"40878","STARD13",12
"40879","TJP2",12
"40880","TNC",12
"40881","URAD",12
"40882","WNT5A",12
"40883","ZIC2",12
"40884","ZIC5",12
"40885","ZMAT4",12
"40886","ZNF503-AS2",12
"40887","AP1S2",12
"40888","ARRDC1-AS1",12
"40889","ATP1B1",12
"40890","ATPAF1",12
"40891","BAHCC1",12
"40892","C17orf75",12
"40893","C1orf198",12
"40894","CCNJ",12
"40895","CD163L1",12
"40896","CDC42EP4",12
"40897","CDH2",12
"40898","CELF5",12
"40899","CKB",12
"40900","CRABP2",12
"40901","CTXN1",12
"40902","CXXC4",12
"40903","DDIT4",12
"40904","DNAJC19",12
"40905","DPH5",12
"40906","EBAG9",12
"40907","ENOX1",12
"40908","GTF2H2",12
"40909","HAX1",12
"40910","HHIP",12
"40911","HOOK1",12
"40912","HOXA-AS3",12
"40913","HOXA3",12
"40914","HOXA6",12
"40915","HOXA7",12
"40916","HOXB-AS3",12
"40917","HOXB7",12
"40918","HOXB8",12
"40919","HOXB9",12
"40920","HOXC-AS1",12
"40921","HOXC4",12
"40922","HOXC8",12
"40923","HOXD3",12
"40924","IGSF9",12
"40925","KAZN",12
"40926","LINC01315",12
"40927","LRP4",12
"40928","LRRFIP1",12
"40929","LSM6",12
"40930","LYRM1",12
"40931","MAML3",12
"40932","MARCH9",12
"40933","MID1IP1",12
"40934","MRFAP1",12
"40935","MSGN1",12
"40936","MSI1",12
"40937","NEK6",12
"40938","NUDCD2",12
"40939","OAF",12
"40940","ODC1",12
"40941","PABPC1",12
"40942","PAIP2",12
"40943","PAIP2B",12
"40944","PAX6",12
"40945","PCDH11X",12
"40946","PDE10A",12
"40947","PHF6",12
"40948","PPP1R10",12
"40949","RYBP",12
"40950","SLC16A9",12
"40951","SLITRK5",12
"40952","SMCO4",12
"40953","SOX2",12
"40954","STK32C",12
"40955","STRBP",12
"40956","TEX14",12
"40957","TFDP2",12
"40958","TMEM161B-AS1",12
"40959","ZMYND8",12
"40960","ZNF219",12
"40961","ZNF649",12
"40962","ZNRD1",12
"40963","ABCA6",12
"40964","ABTB1",12
"40965","ACOT7",12
"40966","ACSL6",12
"40967","ACTA1",12
"40968","ACTB",12
"40969","ACTN1",12
"40970","ADCY2",12
"40971","ADGRE5",12
"40972","ADGRL3",12
"40973","ADIPOR1",12
"40974","AGPAT2",12
"40975","AK4",12
"40976","ALPL",12
"40977","ANP32A",12
"40978","AP1S2",12
"40979","APELA",12
"40980","APLP2",12
"40981","APOE",12
"40982","ARF1",12
"40983","ARHGEF26",12
"40984","ARID3A",12
"40985","ARID5B",12
"40986","ARL4C",12
"40987","ARNTL",12
"40988","ART5",12
"40989","ASTN2",12
"40990","ATG101",12
"40991","ATP1B1",12
"40992","ATP1B2",12
"40993","ATP6AP1",12
"40994","ATP6V0C",12
"40995","ATP6V1E1",12
"40996","ATRAID",12
"40997","AXIN2",12
"40998","B2M",12
"40999","B3GNT2",12
"41000","BAMBI",12
"41001","BCL11B",12
"41002","BLACAT1",12
"41003","BMP2",12
"41004","BMP7",12
"41005","BSCL2",12
"41006","C11orf98",12
"41007","C12orf75",12
"41008","C15orf48",12
"41009","C1GALT1",12
"41010","C2orf81",12
"41011","C6orf62",12
"41012","CA10",12
"41013","CA4",12
"41014","CACHD1",12
"41015","CACNA1E",12
"41016","CACNA2D1",12
"41017","CADPS",12
"41018","CALM1",12
"41019","CALR",12
"41020","CAMK2B",12
"41021","CAMK2N1",12
"41022","CCDC186",12
"41023","CCDC33",12
"41024","CCDC88C",12
"41025","CCND1",12
"41026","CCND2",12
"41027","CD24",12
"41028","CD320",12
"41029","CD59",12
"41030","CD9",12
"41031","CDC42EP3",12
"41032","CDH10",12
"41033","CDH12",12
"41034","CDH2",12
"41035","CDH20",12
"41036","CDH3",12
"41037","CDH4",12
"41038","CDK2AP1",12
"41039","CDK2AP2",12
"41040","CDX1",12
"41041","CDX2",12
"41042","CDX4",12
"41043","CEBPB",12
"41044","CELF2",12
"41045","CFL2",12
"41046","CGNL1",12
"41047","CHRD",12
"41048","CHST11",12
"41049","CHST6",12
"41050","CISTR",12
"41051","CITED2",12
"41052","CKB",12
"41053","CLCF1",12
"41054","CLU",12
"41055","CNN1",12
"41056","CNTN1",12
"41057","COL11A1",12
"41058","COL17A1",12
"41059","COL1A1",12
"41060","COMTD1",12
"41061","CORO2A",12
"41062","COX20",12
"41063","CRABP2",12
"41064","CRLF1",12
"41065","CRTAC1",12
"41066","CSMD1",12
"41067","CSRP2",12
"41068","CTBP2",12
"41069","CTNND2",12
"41070","CTSB",12
"41071","CTSV",12
"41072","CTXN1",12
"41073","CXXC5",12
"41074","CYB561",12
"41075","CYP11A1",12
"41076","CYP26A1",12
"41077","DAB1",12
"41078","DAPK1",12
"41079","DEFA5",12
"41080","DEPDC7",12
"41081","DES",12
"41082","DHRS3",12
"41083","DIO3",12
"41084","DLGAP1-AS2",12
"41085","DLL3",12
"41086","DMD",12
"41087","DMKN",12
"41088","DMTN",12
"41089","DNAJA2",12
"41090","DNAJB5",12
"41091","DNMT3B",12
"41092","DPEP1",12
"41093","DRAIC",12
"41094","DSC2",12
"41095","DYNLL2",12
"41096","E2F1",12
"41097","E2F8",12
"41098","EBAG9",12
"41099","EDARADD",12
"41100","EDN1",12
"41101","EFNB1",12
"41102","EGF",12
"41103","ENC1",12
"41104","EOGT",12
"41105","EPHA2",12
"41106","EPHA4",12
"41107","EPHA5",12
"41108","EPHX1",12
"41109","ERLIN2",12
"41110","ESRP1",12
"41111","ETV1",12
"41112","ETV4",12
"41113","ETV5",12
"41114","EVX1",12
"41115","EVX1-AS",12
"41116","EZR",12
"41117","FABP5",12
"41118","FABP6",12
"41119","FAM169A",12
"41120","FAM222A",12
"41121","FAM76A",12
"41122","FBLIM1",12
"41123","FBXO5",12
"41124","FCHO1",12
"41125","FEZ1",12
"41126","FGF12",12
"41127","FGF17",12
"41128","FGF19",12
"41129","FGF3",12
"41130","FGF4",12
"41131","FGF8",12
"41132","FILIP1L",12
"41133","FN1",12
"41134","FOXA2",12
"41135","FOXH1",12
"41136","FREM1",12
"41137","FRMD5",12
"41138","FRY",12
"41139","FTL",12
"41140","FZD10",12
"41141","FZD6",12
"41142","GABRA2",12
"41143","GABRB2",12
"41144","GAD1",12
"41145","GAL",12
"41146","GAL3ST1",12
"41147","GAP43",12
"41148","GBX2",12
"41149","GCH1",12
"41150","GCHFR",12
"41151","GCNT1",12
"41152","GDF11",12
"41153","GDNF",12
"41154","GDNF-AS1",12
"41155","GFOD1",12
"41156","GJA1",12
"41157","GLIS3",12
"41158","GNB4",12
"41159","GNG4",12
"41160","GNGT2",12
"41161","GPR143",12
"41162","GPR153",12
"41163","GPR3",12
"41164","GRB10",12
"41165","GREB1",12
"41166","GRIK2",12
"41167","GRIN2A",12
"41168","GSN",12
"41169","HDGF",12
"41170","HEG1",12
"41171","HES5",12
"41172","HES7",12
"41173","HEXB",12
"41174","HIF1A",12
"41175","HM13",12
"41176","HMGA1",12
"41177","HMGN3",12
"41178","HOXA-AS3",12
"41179","HOXA10",12
"41180","HOXA10-AS",12
"41181","HOXA3",12
"41182","HOXA7",12
"41183","HOXA9",12
"41184","HOXB-AS3",12
"41185","HOXB2",12
"41186","HOXB3",12
"41187","HOXB4",12
"41188","HOXB7",12
"41189","HOXB8",12
"41190","HOXB9",12
"41191","HOXC10",12
"41192","HOXC4",12
"41193","HOXC6",12
"41194","HOXC8",12
"41195","HOXC9",12
"41196","HOXD1",12
"41197","HOXD8",12
"41198","HPCAL1",12
"41199","HRH2",12
"41200","HS3ST2",12
"41201","HSPA5",12
"41202","HSPB1",12
"41203","HSPH1",12
"41204","HTR2C",12
"41205","ID1",12
"41206","ID2",12
"41207","ID3",12
"41208","ID4",12
"41209","IFT22",12
"41210","IGFBP2",12
"41211","IGFBP4",12
"41212","IGSF21",12
"41213","IMPDH1",12
"41214","INAFM1",12
"41215","ISLR",12
"41216","ISX",12
"41217","ITGB8",12
"41218","ITM2B",12
"41219","JARID2",12
"41220","KCNG1",12
"41221","KCNN2",12
"41222","KCTD8",12
"41223","KIF1A",12
"41224","KIF5C",12
"41225","KISS1R",12
"41226","KLF9",12
"41227","KRT18",12
"41228","KRT19",12
"41229","KRT8",12
"41230","L1TD1",12
"41231","LAMC1",12
"41232","LAMC2",12
"41233","LGI2",12
"41234","LHPP",12
"41235","LHX5-AS1",12
"41236","LIMCH1",12
"41237","LIN28A",12
"41238","LINC00261",12
"41239","LINC00458",12
"41240","LINC00543",12
"41241","LINC00545",12
"41242","LINC00623",12
"41243","LINC00963",12
"41244","LINC01117",12
"41245","LINC01138",12
"41246","LINC01315",12
"41247","LINC01571",12
"41248","LRP1B",12
"41249","LRP2",12
"41250","LRP4",12
"41251","LRP8",12
"41252","LRRC4",12
"41253","LRRC8A",12
"41254","LY6G6D",12
"41255","LY6H",12
"41256","LYPD6",12
"41257","MAML3",12
"41258","MAP1B",12
"41259","MAP7D1",12
"41260","MATN3",12
"41261","MCAM",12
"41262","MFGE8",12
"41263","MFSD12",12
"41264","MGLL",12
"41265","MID1IP1",12
"41266","MIXL1",12
"41267","MLEC",12
"41268","MLLT3",12
"41269","MMP15",12
"41270","MMP25",12
"41271","MNX1",12
"41272","MRPL51",12
"41273","MSGN1",12
"41274","MSX1",12
"41275","MT1E",12
"41276","MT1G",12
"41277","MT1H",12
"41278","MT1X",12
"41279","MT2A",12
"41280","MTIF3",12
"41281","MYH14",12
"41282","MYL12B",12
"41283","MYL7",12
"41284","MYOF",12
"41285","NACC1",12
"41286","NACC2",12
"41287","NCKAP5",12
"41288","NCLN",12
"41289","NDUFC1",12
"41290","NEBL",12
"41291","NEDD9",12
"41292","NEURL1",12
"41293","NFE2L1",12
"41294","NFE2L3",12
"41295","NGRN",12
"41296","NKX2-2",12
"41297","NMRK2",12
"41298","NOTO",12
"41299","NPB",12
"41300","NPTX2",12
"41301","NPW",12
"41302","NR0B1",12
"41303","NTM",12
"41304","NTRK2",12
"41305","OAF",12
"41306","OLIG3",12
"41307","ONECUT2",12
"41308","ORM1",12
"41309","P4HB",12
"41310","PABPC1",12
"41311","PAIP2",12
"41312","PAK1",12
"41313","PALM3",12
"41314","PAPSS2",12
"41315","PARP8",12
"41316","PCDH1",12
"41317","PCGF5",12
"41318","PCSK1",12
"41319","PCSK6",12
"41320","PDE4B",12
"41321","PDHB",12
"41322","PDIA4",12
"41323","PDLIM1",12
"41324","PDRG1",12
"41325","PER2",12
"41326","PERP",12
"41327","PGAP2",12
"41328","PGBD5",12
"41329","PHC2",12
"41330","PHF5A",12
"41331","PHLDA2",12
"41332","PHLPP1",12
"41333","PIM1",12
"41334","PIR",12
"41335","PLAC8",12
"41336","PLAT",12
"41337","PLD1",12
"41338","PLP1",12
"41339","PLS1",12
"41340","PLTP",12
"41341","PLXND1",12
"41342","PPIF",12
"41343","PPL",12
"41344","PPP1R32",12
"41345","PRDX1",12
"41346","PRICKLE1",12
"41347","PRIMA1",12
"41348","PSAP",12
"41349","PSMB3",12
"41350","PSMD11",12
"41351","PTCH1",12
"41352","PTPN14",12
"41353","RAB3B",12
"41354","RAB3IP",12
"41355","RANBP1",12
"41356","RAP1GAP",12
"41357","RARG",12
"41358","RBFOX1",12
"41359","RBFOX3",12
"41360","RBP4",12
"41361","RBP7",12
"41362","RBPMS2",12
"41363","RCN1",12
"41364","RCN2",12
"41365","REEP4",12
"41366","RET",12
"41367","RGMA",12
"41368","RGS7",12
"41369","RHBDF2",12
"41370","RHEBL1",12
"41371","RHOB",12
"41372","RNF152",12
"41373","RNF182",12
"41374","RSPO3",12
"41375","RTN1",12
"41376","RTN4",12
"41377","RYBP",12
"41378","S100A4",12
"41379","SALL1",12
"41380","SALL3",12
"41381","SALL4",12
"41382","SAMD4A",12
"41383","SCARA5",12
"41384","SDC1",12
"41385","SELENBP1",12
"41386","SEMA3A",12
"41387","SEPHS2",12
"41388","SERPINE2",12
"41389","SET",12
"41390","SFRP2",12
"41391","SH3BP4",12
"41392","SH3KBP1",12
"41393","SH3PXD2A",12
"41394","SHH",12
"41395","SHROOM2",12
"41396","SKAP1",12
"41397","SLC16A10",12
"41398","SLC16A2",12
"41399","SLC18A1",12
"41400","SLC20A1",12
"41401","SLC24A2",12
"41402","SLC25A4",12
"41403","SLC2A1-AS1",12
"41404","SLC2A3",12
"41405","SLC39A14",12
"41406","SLC39A8",12
"41407","SLC43A2",12
"41408","SLC7A8",12
"41409","SLCO2A1",12
"41410","SLCO5A1",12
"41411","SLIT2",12
"41412","SMAD3",12
"41413","SMCO4",12
"41414","SMIM3",12
"41415","SMNDC1",12
"41416","SMYD2",12
"41417","SNX10",12
"41418","SORBS2",12
"41419","SOX2",12
"41420","SP5",12
"41421","SP8",12
"41422","SPON1",12
"41423","SPRY2",12
"41424","SPRY4",12
"41425","SQSTM1",12
"41426","SRP9",12
"41427","SSBP4",12
"41428","ST6GAL2",12
"41429","STAG2",12
"41430","STARD10",12
"41431","STEAP3",12
"41432","STK33",12
"41433","STON2",12
"41434","SYNJ2",12
"41435","TBXT",12
"41436","TAGLN",12
"41437","TAGLN2",12
"41438","TCEA3",12
"41439","TCP11L1",12
"41440","TES",12
"41441","TESC",12
"41442","TGFBI",12
"41443","TGIF1",12
"41444","THY1",12
"41445","TIMP4",12
"41446","TJP2",12
"41447","TLE3",12
"41448","TMED1",12
"41449","TMEM100",12
"41450","TMEM132C",12
"41451","TMEM150A",12
"41452","TMEM154",12
"41453","TMEM256",12
"41454","TMEM74B",12
"41455","TMEM92",12
"41456","TMSB4X",12
"41457","TMX4",12
"41458","TNC",12
"41459","TNFRSF11A",12
"41460","TOP1",12
"41461","TP73",12
"41462","TPM1",12
"41463","TRAF3",12
"41464","TRIM2",12
"41465","TRPA1",12
"41466","TRPM3",12
"41467","TRPS1",12
"41468","TUBB2A",12
"41469","TUBB3",12
"41470","TUBB4B",12
"41471","UBALD1",12
"41472","UBB",12
"41473","UCHL1",12
"41474","UGP2",12
"41475","URAD",12
"41476","USB1",12
"41477","VGF",12
"41478","VGLL3",12
"41479","WDR1",12
"41480","WLS",12
"41481","WNT3A",12
"41482","WNT5A",12
"41483","WNT5B",12
"41484","YWHAH",12
"41485","YWHAZ",12
"41486","ZBTB16",12
"41487","ZFP36L2",12
"41488","ZIC2",12
"41489","ZIC5",12
"41490","ZMAT4",12
"41491","ZNF462",12
"41492","ZNF649",12
"41493","ZNRF3",12
"41494","ADAMTS3",12
"41495","AIFM1",12
"41496","ALAS1",12
"41497","ANAPC15",12
"41498","ANP32A",12
"41499","APELA",12
"41500","ARF1",12
"41501","ARID3A",12
"41502","ARL8B",12
"41503","ASXL3",12
"41504","ATP1A1",12
"41505","ATP2B4",12
"41506","ATXN7",12
"41507","B3GLCT",12
"41508","BAK1",12
"41509","BBOX1-AS1",12
"41510","BFSP1",12
"41511","BLACAT1",12
"41512","C12orf75",12
"41513","C4orf36",12
"41514","CABP1",12
"41515","CASP6",12
"41516","CCDC33",12
"41517","CCND1",12
"41518","CDH4",12
"41519","CDK14",12
"41520","CDK2AP1",12
"41521","CDK6",12
"41522","CDX2",12
"41523","CDX4",12
"41524","CELSR1",12
"41525","CFL2",12
"41526","CISTR",12
"41527","CITED2",12
"41528","CNTFR",12
"41529","CNTNAP4",12
"41530","COL1A1",12
"41531","CRABP2",12
"41532","CSRP2",12
"41533","CYP26A1",12
"41534","DAB1",12
"41535","DNAJB5",12
"41536","DNMT3B",12
"41537","DPYSL3",12
"41538","DSCAM",12
"41539","DYNLL2",12
"41540","DYNLT3",12
"41541","EBAG9",12
"41542","EDAR",12
"41543","EEFSEC",12
"41544","EFNB1",12
"41545","EIF4G1",12
"41546","EIF4G2",12
"41547","EMC8",12
"41548","ENC1",12
"41549","EPHA4",12
"41550","ETV1",12
"41551","ETV4",12
"41552","ETV5",12
"41553","EVX1-AS",12
"41554","FAM86C1",12
"41555","FBXW4",12
"41556","FEZ2",12
"41557","FGF17",12
"41558","FGF19",12
"41559","FGF3",12
"41560","FGF4",12
"41561","FOXB1",12
"41562","FYN",12
"41563","GABRB2",12
"41564","GAP43",12
"41565","GAREM2",12
"41566","GBX2",12
"41567","GDF11",12
"41568","GLIS3",12
"41569","GNAO1",12
"41570","GNG12",12
"41571","GPC4",12
"41572","GREB1",12
"41573","GRIA1",12
"41574","GRK2",12
"41575","H2AFY",12
"41576","HAGLR",12
"41577","HAGLROS",12
"41578","HDGF",12
"41579","HEXIM2",12
"41580","HMGCS1",12
"41581","HNRNPH3",12
"41582","HOXA-AS3",12
"41583","HOXA10-AS",12
"41584","HOXA3",12
"41585","HOXA7",12
"41586","HOXA9",12
"41587","HOXB-AS3",12
"41588","HOXB2",12
"41589","HOXB3",12
"41590","HOXB4",12
"41591","HOXB7",12
"41592","HOXB8",12
"41593","HOXB9",12
"41594","HOXC-AS1",12
"41595","HOXC10",12
"41596","HOXC4",12
"41597","HOXC5",12
"41598","HOXC6",12
"41599","HOXC8",12
"41600","HOXC9",12
"41601","HOXD1",12
"41602","HOXD3",12
"41603","HOXD4",12
"41604","HOXD8",12
"41605","HYOU1",12
"41606","IDH1",12
"41607","IER5L",12
"41608","IGF2BP1",12
"41609","IL17RD",12
"41610","ITGB5",12
"41611","ITGB8",12
"41612","JDP2",12
"41613","KAZN",12
"41614","KBTBD12",12
"41615","KLF13",12
"41616","KLHDC8A",12
"41617","KRT19",12
"41618","LAMC1",12
"41619","LEMD1",12
"41620","LHPP",12
"41621","LIMCH1",12
"41622","LIN28A",12
"41623","LINC00623",12
"41624","LINC01315",12
"41625","LIX1",12
"41626","LMO4",12
"41627","LRP1B",12
"41628","LRP4",12
"41629","LRRC4",12
"41630","LYPD6B",12
"41631","LYRM1",12
"41632","MAN1A1",12
"41633","MAP2K3",12
"41634","MAP7D1",12
"41635","MDM1",12
"41636","MED30",12
"41637","METRNL",12
"41638","MEX3B",12
"41639","MGAT4A",12
"41640","MID1IP1",12
"41641","MIEF1",12
"41642","MLEC",12
"41643","MLLT3",12
"41644","MLXIP",12
"41645","MOB3B",12
"41646","MSANTD3",12
"41647","MSX1",12
"41648","NEBL",12
"41649","NEFL",12
"41650","NEXN",12
"41651","NIN",12
"41652","NLGN1",12
"41653","NPLOC4",12
"41654","NPTX2",12
"41655","NRAS",12
"41656","NTM",12
"41657","PAK1",12
"41658","PDE10A",12
"41659","PDPN",12
"41660","PGRMC1",12
"41661","PHACTR3",12
"41662","PHC2",12
"41663","PHF13",12
"41664","PHF21B",12
"41665","PHLPP1",12
"41666","PLAGL1",12
"41667","PLP1",12
"41668","POP5",12
"41669","PPP5C",12
"41670","PREX1",12
"41671","PRICKLE1",12
"41672","PRICKLE2",12
"41673","PRLR",12
"41674","PTMS",12
"41675","RAP1B",12
"41676","RARG",12
"41677","RASGEF1C",12
"41678","RBFOX1",12
"41679","RBMXL1",12
"41680","RBPMS2",12
"41681","RCN1",12
"41682","RNF175",12
"41683","RNF24",12
"41684","SALL1",12
"41685","SALL3",12
"41686","SALL4",12
"41687","SELENBP1",12
"41688","SEMA6D",12
"41689","SKAP1",12
"41690","SLC16A2",12
"41691","SLC20A1",12
"41692","SLC24A2",12
"41693","SLC25A25",12
"41694","SLC39A6",12
"41695","SLC39A8",12
"41696","SLC7A1",12
"41697","SLC7A8",12
"41698","SMAD3",12
"41699","SMYD2",12
"41700","SNX10",12
"41701","SOCS5",12
"41702","SOGA3",12
"41703","SP5",12
"41704","SPEG",12
"41705","SPON1",12
"41706","SPRY2",12
"41707","SPRY4",12
"41708","SQSTM1",12
"41709","ST6GAL2",12
"41710","STARD13",12
"41711","STEAP2",12
"41712","SYN2",12
"41713","TACC1",12
"41714","TBC1D1",12
"41715","TBPL1",12
"41716","TGIF1",12
"41717","TMEM132C",12
"41718","TMEM178A",12
"41719","TP73",12
"41720","TRIM2",12
"41721","TTPA",12
"41722","TUBA4A",12
"41723","TUBB3",12
"41724","UNC5C",12
"41725","USF3",12
"41726","VGF",12
"41727","WFS1",12
"41728","WLS",12
"41729","WNT5A",12
"41730","YTHDF1",12
"41731","YWHAH",12
"41732","ZBTB16",12
"41733","ZIC2",12
"41734","ZNF503-AS2",12
"41735","ZNF649",12
"41736","ABCG1",12
"41737","ACKR3",12
"41738","ASIC2",12
"41739","CITED1",12
"41740","CRLF1",12
"41741","EGFLAM",12
"41742","ETV4",12
"41743","EVX1-AS",12
"41744","FZD10",12
"41745","GABRB3",12
"41746","GBX2",12
"41747","HES7",12
"41748","HOXA-AS3",12
"41749","HOXA3",12
"41750","HOXB-AS3",12
"41751","HOXC4",12
"41752","ITGB5",12
"41753","KCNJ5",12
"41754","KRT71",12
"41755","KRT74",12
"41756","LIPG",12
"41757","LMO4",12
"41758","LRP8",12
"41759","MID1IP1",12
"41760","MSGN1",12
"41761","ONECUT1",12
"41762","PENK",12
"41763","PPFIBP1",12
"41764","PRIMA1",12
"41765","RARG",12
"41766","REEP4",12
"41767","RSPO3",12
"41768","SLIT1",12
"41769","SP5",12
"41770","TBX6",12
"41771","TMEM178A",12
"41772","WNT5A",12
"41773","ABTB1",12
"41774","ACHE",12
"41775","ADAMTS3",12
"41776","ADCY2",12
"41777","ADCY8",12
"41778","AGAP1",12
"41779","AIF1L",12
"41780","AK1",12
"41781","ALPL",12
"41782","ANKH",12
"41783","ANKRD18A",12
"41784","ANKRD9",12
"41785","ANP32B",12
"41786","APELA",12
"41787","ARG2",12
"41788","ARID3A",12
"41789","ARPP19",12
"41790","ASCL2",12
"41791","ASXL3",12
"41792","ATP10A",12
"41793","BAHCC1",12
"41794","BASP1",12
"41795","BCL2",12
"41796","BLACAT1",12
"41797","BTG2",12
"41798","C11orf95",12
"41799","C4orf19",12
"41800","CALM1",12
"41801","CAMK1D",12
"41802","CAMTA1",12
"41803","CCDC160",12
"41804","CCND1",12
"41805","CCND2",12
"41806","CD24",12
"41807","CDH2",12
"41808","CDH20",12
"41809","CDK14",12
"41810","CDKN1C",12
"41811","CDX2",12
"41812","CDX4",12
"41813","CELSR1",12
"41814","CELSR2",12
"41815","CFTR",12
"41816","CGNL1",12
"41817","CHST3",12
"41818","CISTR",12
"41819","CITED2",12
"41820","CKB",12
"41821","CLDN11",12
"41822","CNTN1",12
"41823","CRABP2",12
"41824","CSMD1",12
"41825","CSMD2",12
"41826","CSRP2",12
"41827","CTBP2",12
"41828","CTHRC1",12
"41829","CTNND2",12
"41830","CX3CL1",12
"41831","CYP26A1",12
"41832","CYP46A1",12
"41833","DAB1",12
"41834","DDX5",12
"41835","DEK",12
"41836","DMTN",12
"41837","DNAJA1",12
"41838","DPYSL2",12
"41839","DPYSL3",12
"41840","DPYSL5",12
"41841","DTNA",12
"41842","EBAG9",12
"41843","EFNA3",12
